572	568	chr10	86300372	86349506	+	ENSMUSG00000020044.13	Timp3	protein_coding	7.739751	6.969883	7.225939	8.688631	7.889292	8.872301	7.896589	7.523802	7.450995	9.854008	5.879019	7.40759
20	42	chr10	93858489	93897093	-	ENSMUSG00000036112.15	Metap2	protein_coding	5.739026	4.628028	4.921432	6.911303	6.207845	7.103714	8.152186	7.694154	7.657883	6.324185	6.977641	5.648164
543	844	chr10	98914406	99026143	+	ENSMUSG00000019943.10	Atp2b1	protein_coding	17.441227	14.730557	14.515801	21.166109	20.067541	19.669523	15.411348	19.621319	15.462996	15.659291	13.558786	12.43091
44	63	chr10	99263231	99267489	+	ENSMUSG00000019960.8	Dusp6	protein_coding	4.16451	5.78079	4.186555	15.023821	14.646913	14.81316	4.802416	4.682746	4.998821	6.485828	5.051364	5.784572
44	63	chr10	99267686	99270446	-	ENSMUSG00000112384.1	Gm34921	lincRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	63	chr10	99267896	99279084	+	ENSMUSG00000112544.1	Gm48089	lincRNA	0.007743	0.022341	0.005373	0.007566	0.014662	0.0	0.013552	0.076269	0.004288	0.004796	0.038474	0.008229
63	75	chr1	106152625	106171524	-	ENSMUSG00000101583.1	Gm20753	lincRNA	0.202525	0.105426	0.015327	0.155643	0.259667	0.062174	0.262862	0.358699	0.202656	0.125562	0.122584	0.293684
63	75	chr1	106171752	106394250	+	ENSMUSG00000044340.7	Phlpp1	protein_coding	12.841261	13.146635	12.183744	10.821607	12.035754	10.727308	12.956033	13.354706	13.900103	11.746378	10.437865	13.62692
992	1403	chr11	102194432	102230166	-	ENSMUSG00000008855.17	Hdac5	protein_coding	8.897426	9.694847	10.114657	7.607501	10.769937	7.009822	9.427587	9.778536	9.851569	8.825012	6.476466	10.817498
673	2045	chr11	103171107	103198901	+	ENSMUSG00000055805.15	Fmnl1	protein_coding	7.092856	8.238091	7.180155	12.945683	15.950759	12.409961	36.01907	30.339298	29.110146	7.087806	6.332862	7.086422
89	105	chr11	20062304	20112913	-	ENSMUSG00000020152.7	Actr2	protein_coding	73.861145	78.749817	72.718384	64.665718	62.034286	67.832321	57.267433	60.61935	60.502785	83.597267	70.383263	75.317665
278	433	chr11	69968222	69982517	-	ENSMUSG00000018565.17	Elp5	protein_coding	11.789538	12.366664	9.08682	13.399578	11.241044	12.731827	11.993499	12.950171	11.075442	11.954734	7.190603	12.884224
278	433	chr11	69980692	69980814	+	ENSMUSG00000105100.1	Gm44349	miRNA	0.152647	0.813803	0.273382	0.397046	0.707678	0.16565	0.590672	0.51765	0.303275	0.21731	0.231453	0.418532
278	433	chr11	69981156	69990601	+	ENSMUSG00000018559.16	Ctdnep1	protein_coding	8.076731	7.550989	11.180832	7.805424	10.505575	6.624582	11.108115	13.519235	10.118381	8.753251	10.510358	9.187296
278	433	chr11	69991143	69994951	+	ENSMUSG00000018567.14	Gabarap	protein_coding	17.492935	18.629416	23.461805	23.592876	26.965094	18.445271	27.89691	31.195513	23.995262	23.494169	22.684868	21.892258
278	433	chr11	69995777	70000009	+	ENSMUSG00000018572.10	Phf23	protein_coding	4.783886	5.091597	4.967627	5.754006	8.721422	5.503096	6.396044	6.587314	5.415689	5.981611	4.231955	5.024712
